id,merchant_name,merchant_gstin,invoice_no,date,category,total_amount,gst_rate,gst_amount,cgst,sgst,igst,itc_eligible
382,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-8-2024,2024-08-10T14:00:00.171307,Electricity Bill,9302.35,18.0,1419.0,709.5,709.5,0.0,True
383,Printech Solutions,,EXP-383,2024-08-10T15:41:30.171307,Printing & Stationery,511.19,0.0,0.0,0.0,0.0,0.0,False
384,Local Carton Wholesalers,,EXP-384,2024-08-11T15:08:30.171307,Packaging Material,901.3,0.0,0.0,0.0,0.0,0.0,False
385,City Logistics,,EXP-385,2024-08-14T17:08:30.171307,Transportation & Fuel,819.35,0.0,0.0,0.0,0.0,0.0,False
386,Google Ads India,,EXP-386,2024-08-16T09:42:30.171307,Marketing,3795.31,0.0,0.0,0.0,0.0,0.0,False
387,Local Handyman Services,,EXP-387,2024-08-18T17:21:30.171307,Repairs & Maintenance,607.25,0.0,0.0,0.0,0.0,0.0,False
388,Printech Solutions,,EXP-388,2024-08-19T10:50:30.171307,Printing & Stationery,794.76,0.0,0.0,0.0,0.0,0.0,False
389,Local Handyman Services,,EXP-389,2024-08-22T15:02:30.171307,Repairs & Maintenance,1240.61,0.0,0.0,0.0,0.0,0.0,False
390,Printech Solutions,,EXP-390,2024-08-27T18:34:30.171307,Printing & Stationery,469.8,0.0,0.0,0.0,0.0,0.0,False
391,Printech Solutions,,EXP-391,2024-08-28T18:16:30.171307,Printing & Stationery,504.6,0.0,0.0,0.0,0.0,0.0,False
392,Prime Properties Ltd,,RENT-9-2024,2024-09-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
393,Store Employees Salaries,,SAL-9-2024,2024-09-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
394,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-9-2024,2024-09-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
395,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-9-2024,2024-09-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
396,Speedy Delivery Partners,,EXP-396,2024-09-07T13:40:30.171307,Delivery Charges,969.85,0.0,0.0,0.0,0.0,0.0,False
397,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-9-2024,2024-09-10T14:00:00.171307,Electricity Bill,6363.91,18.0,970.77,485.38,485.38,0.0,True
398,HDFC Bank Corp,,EXP-398,2024-09-13T12:20:30.171307,Banking Charges,262.12,0.0,0.0,0.0,0.0,0.0,False
399,City Logistics,,EXP-399,2024-09-18T18:15:30.171307,Transportation & Fuel,1091.84,0.0,0.0,0.0,0.0,0.0,False
400,Speedy Delivery Partners,,EXP-400,2024-09-20T13:19:30.171307,Delivery Charges,986.16,0.0,0.0,0.0,0.0,0.0,False
401,Printech Solutions,,EXP-401,2024-09-25T12:48:30.171307,Printing & Stationery,446.36,0.0,0.0,0.0,0.0,0.0,False
402,Prime Properties Ltd,,RENT-10-2024,2024-10-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
403,Store Employees Salaries,,SAL-10-2024,2024-10-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
404,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-10-2024,2024-10-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
405,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-10-2024,2024-10-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
406,HDFC Bank Corp,,EXP-406,2024-10-02T09:57:30.171307,Banking Charges,411.77,0.0,0.0,0.0,0.0,0.0,False
407,Speedy Delivery Partners,,EXP-407,2024-10-04T18:37:30.171307,Delivery Charges,479.25,0.0,0.0,0.0,0.0,0.0,False
408,City Logistics,,EXP-408,2024-10-05T11:34:30.171307,Transportation & Fuel,664.95,0.0,0.0,0.0,0.0,0.0,False
409,HDFC Bank Corp,,EXP-409,2024-10-09T16:13:30.171307,Banking Charges,423.06,0.0,0.0,0.0,0.0,0.0,False
410,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-10-2024,2024-10-10T14:00:00.171307,Electricity Bill,7222.61,18.0,1101.75,550.88,550.88,0.0,True
411,Local Handyman Services,,EXP-411,2024-10-10T13:09:30.171307,Repairs & Maintenance,1143.69,0.0,0.0,0.0,0.0,0.0,False
412,HDFC Bank Corp,,EXP-412,2024-10-12T18:27:30.171307,Banking Charges,445.7,0.0,0.0,0.0,0.0,0.0,False
413,Speedy Delivery Partners,,EXP-413,2024-10-15T11:44:30.171307,Delivery Charges,434.8,0.0,0.0,0.0,0.0,0.0,False
414,Google Ads India,,EXP-414,2024-10-16T17:44:30.171307,Marketing,3374.14,0.0,0.0,0.0,0.0,0.0,False
415,Local Handyman Services,,EXP-415,2024-10-19T11:14:30.171307,Repairs & Maintenance,1536.96,0.0,0.0,0.0,0.0,0.0,False
416,Google Ads India,,EXP-416,2024-10-27T16:09:30.171307,Marketing,2333.89,0.0,0.0,0.0,0.0,0.0,False
417,Google Ads India,,EXP-417,2024-10-30T15:12:30.171307,Marketing,3493.7,0.0,0.0,0.0,0.0,0.0,False
418,Prime Properties Ltd,,RENT-11-2024,2024-11-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
419,Store Employees Salaries,,SAL-11-2024,2024-11-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
420,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-11-2024,2024-11-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
421,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-11-2024,2024-11-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
422,City Logistics,,EXP-422,2024-11-01T13:19:30.171307,Transportation & Fuel,620.17,0.0,0.0,0.0,0.0,0.0,False
423,HDFC Bank Corp,,EXP-423,2024-11-02T09:00:30.171307,Banking Charges,329.62,0.0,0.0,0.0,0.0,0.0,False
424,Printech Solutions,,EXP-424,2024-11-06T17:40:30.171307,Printing & Stationery,471.76,0.0,0.0,0.0,0.0,0.0,False
425,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-11-2024,2024-11-10T14:00:00.171307,Electricity Bill,7938.52,18.0,1210.96,605.48,605.48,0.0,True
426,HDFC Bank Corp,,EXP-426,2024-11-13T15:26:30.171307,Banking Charges,176.42,0.0,0.0,0.0,0.0,0.0,False
427,City Logistics,,EXP-427,2024-11-17T09:16:30.171307,Transportation & Fuel,1262.97,0.0,0.0,0.0,0.0,0.0,False
428,Google Ads India,,EXP-428,2024-11-19T18:00:30.171307,Marketing,2700.24,0.0,0.0,0.0,0.0,0.0,False
429,Local Handyman Services,,EXP-429,2024-11-20T13:03:30.171307,Repairs & Maintenance,2137.96,0.0,0.0,0.0,0.0,0.0,False
430,Local Carton Wholesalers,,EXP-430,2024-11-24T10:03:30.171307,Packaging Material,1476.28,0.0,0.0,0.0,0.0,0.0,False
431,Local Handyman Services,,EXP-431,2024-11-30T09:22:30.171307,Repairs & Maintenance,1424.53,0.0,0.0,0.0,0.0,0.0,False
432,Prime Properties Ltd,,RENT-12-2024,2024-12-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
433,Store Employees Salaries,,SAL-12-2024,2024-12-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
434,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-12-2024,2024-12-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
435,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-12-2024,2024-12-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
436,City Logistics,,EXP-436,2024-12-01T14:14:30.171307,Transportation & Fuel,1345.98,0.0,0.0,0.0,0.0,0.0,False
437,City Logistics,,EXP-437,2024-12-02T12:11:30.171307,Transportation & Fuel,1102.69,0.0,0.0,0.0,0.0,0.0,False
438,Speedy Delivery Partners,,EXP-438,2024-12-04T14:40:30.171307,Delivery Charges,940.78,0.0,0.0,0.0,0.0,0.0,False
439,Speedy Delivery Partners,,EXP-439,2024-12-08T16:03:30.171307,Delivery Charges,520.65,0.0,0.0,0.0,0.0,0.0,False
440,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-12-2024,2024-12-10T14:00:00.171307,Electricity Bill,8304.21,18.0,1266.74,633.37,633.37,0.0,True
441,City Logistics,,EXP-441,2024-12-10T09:41:30.171307,Transportation & Fuel,589.77,0.0,0.0,0.0,0.0,0.0,False
442,Local Handyman Services,,EXP-442,2024-12-11T09:45:30.171307,Repairs & Maintenance,888.14,0.0,0.0,0.0,0.0,0.0,False
443,Local Carton Wholesalers,,EXP-443,2024-12-13T09:10:30.171307,Packaging Material,580.78,0.0,0.0,0.0,0.0,0.0,False
444,Google Ads India,,EXP-444,2024-12-14T14:02:30.171307,Marketing,1422.18,0.0,0.0,0.0,0.0,0.0,False
445,Local Handyman Services,,EXP-445,2024-12-15T16:47:30.171307,Repairs & Maintenance,1780.86,0.0,0.0,0.0,0.0,0.0,False
446,Printech Solutions,,EXP-446,2024-12-20T16:49:30.171307,Printing & Stationery,662.35,0.0,0.0,0.0,0.0,0.0,False
447,Printech Solutions,,EXP-447,2024-12-22T18:13:30.171307,Printing & Stationery,620.76,0.0,0.0,0.0,0.0,0.0,False
448,Speedy Delivery Partners,,EXP-448,2024-12-24T10:00:30.171307,Delivery Charges,706.56,0.0,0.0,0.0,0.0,0.0,False
449,Google Ads India,,EXP-449,2024-12-25T10:30:30.171307,Marketing,2128.7,0.0,0.0,0.0,0.0,0.0,False
450,Prime Properties Ltd,,RENT-1-2025,2025-01-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
451,Store Employees Salaries,,SAL-1-2025,2025-01-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
452,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-1-2025,2025-01-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
453,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-1-2025,2025-01-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
454,Local Handyman Services,,EXP-454,2025-01-02T16:43:30.171307,Repairs & Maintenance,2108.31,0.0,0.0,0.0,0.0,0.0,False
455,Printech Solutions,,EXP-455,2025-01-07T15:54:30.171307,Printing & Stationery,382.6,0.0,0.0,0.0,0.0,0.0,False
456,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-1-2025,2025-01-10T14:00:00.171307,Electricity Bill,8387.38,18.0,1279.43,639.72,639.72,0.0,True
457,Printech Solutions,,EXP-457,2025-01-10T14:13:30.171307,Printing & Stationery,432.54,0.0,0.0,0.0,0.0,0.0,False
458,Local Carton Wholesalers,,EXP-458,2025-01-12T13:29:30.171307,Packaging Material,427.7,0.0,0.0,0.0,0.0,0.0,False
459,City Logistics,,EXP-459,2025-01-15T18:02:30.171307,Transportation & Fuel,698.95,0.0,0.0,0.0,0.0,0.0,False
460,Local Carton Wholesalers,,EXP-460,2025-01-17T13:47:30.171307,Packaging Material,1480.74,0.0,0.0,0.0,0.0,0.0,False
461,City Logistics,,EXP-461,2025-01-18T09:57:30.171307,Transportation & Fuel,1496.77,0.0,0.0,0.0,0.0,0.0,False
462,Google Ads India,,EXP-462,2025-01-21T10:09:30.171307,Marketing,1860.14,0.0,0.0,0.0,0.0,0.0,False
463,Google Ads India,,EXP-463,2025-01-26T10:48:30.171307,Marketing,3401.09,0.0,0.0,0.0,0.0,0.0,False
464,Speedy Delivery Partners,,EXP-464,2025-01-27T14:23:30.171307,Delivery Charges,780.16,0.0,0.0,0.0,0.0,0.0,False
465,Google Ads India,,EXP-465,2025-01-30T11:24:30.171307,Marketing,2380.77,0.0,0.0,0.0,0.0,0.0,False
466,Prime Properties Ltd,,RENT-2-2025,2025-02-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
467,Store Employees Salaries,,SAL-2-2025,2025-02-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
468,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-2-2025,2025-02-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
469,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-2-2025,2025-02-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
470,City Logistics,,EXP-470,2025-02-01T15:18:30.171307,Transportation & Fuel,1667.21,0.0,0.0,0.0,0.0,0.0,False
471,City Logistics,,EXP-471,2025-02-04T10:13:30.171307,Transportation & Fuel,617.31,0.0,0.0,0.0,0.0,0.0,False
472,City Logistics,,EXP-472,2025-02-06T13:06:30.171307,Transportation & Fuel,539.46,0.0,0.0,0.0,0.0,0.0,False
473,Local Carton Wholesalers,,EXP-473,2025-02-07T17:53:30.171307,Packaging Material,1073.3,0.0,0.0,0.0,0.0,0.0,False
474,Google Ads India,,EXP-474,2025-02-08T10:50:30.171307,Marketing,1968.82,0.0,0.0,0.0,0.0,0.0,False
475,Speedy Delivery Partners,,EXP-475,2025-02-09T11:36:30.171307,Delivery Charges,405.94,0.0,0.0,0.0,0.0,0.0,False
476,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-2-2025,2025-02-10T14:00:00.171307,Electricity Bill,9432.45,18.0,1438.85,719.42,719.42,0.0,True
477,Printech Solutions,,EXP-477,2025-02-13T13:15:30.171307,Printing & Stationery,568.02,0.0,0.0,0.0,0.0,0.0,False
478,HDFC Bank Corp,,EXP-478,2025-02-16T15:50:30.171307,Banking Charges,429.17,0.0,0.0,0.0,0.0,0.0,False
479,Printech Solutions,,EXP-479,2025-02-20T16:56:30.171307,Printing & Stationery,215.29,0.0,0.0,0.0,0.0,0.0,False
480,Local Carton Wholesalers,,EXP-480,2025-02-22T11:34:30.171307,Packaging Material,1096.89,0.0,0.0,0.0,0.0,0.0,False
481,HDFC Bank Corp,,EXP-481,2025-02-26T14:51:30.171307,Banking Charges,427.72,0.0,0.0,0.0,0.0,0.0,False
482,Speedy Delivery Partners,,EXP-482,2025-02-28T16:05:30.171307,Delivery Charges,860.12,0.0,0.0,0.0,0.0,0.0,False
483,Prime Properties Ltd,,RENT-3-2025,2025-03-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
484,Store Employees Salaries,,SAL-3-2025,2025-03-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
485,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-3-2025,2025-03-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
486,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-3-2025,2025-03-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
487,City Logistics,,EXP-487,2025-03-02T16:00:30.171307,Transportation & Fuel,761.22,0.0,0.0,0.0,0.0,0.0,False
488,HDFC Bank Corp,,EXP-488,2025-03-03T15:56:30.171307,Banking Charges,415.18,0.0,0.0,0.0,0.0,0.0,False
489,Google Ads India,,EXP-489,2025-03-05T15:42:30.171307,Marketing,2301.53,0.0,0.0,0.0,0.0,0.0,False
490,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-3-2025,2025-03-10T14:00:00.171307,Electricity Bill,6279.09,18.0,957.83,478.92,478.92,0.0,True
491,Local Handyman Services,,EXP-491,2025-03-12T10:00:30.171307,Repairs & Maintenance,403.27,0.0,0.0,0.0,0.0,0.0,False
492,Google Ads India,,EXP-492,2025-03-13T18:36:30.171307,Marketing,3566.28,0.0,0.0,0.0,0.0,0.0,False
493,HDFC Bank Corp,,EXP-493,2025-03-19T14:21:30.171307,Banking Charges,144.87,0.0,0.0,0.0,0.0,0.0,False
494,Speedy Delivery Partners,,EXP-494,2025-03-22T15:52:30.171307,Delivery Charges,627.53,0.0,0.0,0.0,0.0,0.0,False
495,Local Carton Wholesalers,,EXP-495,2025-03-24T11:18:30.171307,Packaging Material,499.01,0.0,0.0,0.0,0.0,0.0,False
496,Local Handyman Services,,EXP-496,2025-03-28T09:10:30.171307,Repairs & Maintenance,1071.7,0.0,0.0,0.0,0.0,0.0,False
497,City Logistics,,EXP-497,2025-03-30T18:14:30.171307,Transportation & Fuel,1193.42,0.0,0.0,0.0,0.0,0.0,False
498,City Logistics,,EXP-498,2025-03-31T11:26:30.171307,Transportation & Fuel,821.63,0.0,0.0,0.0,0.0,0.0,False
499,Prime Properties Ltd,,RENT-4-2025,2025-04-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
500,Store Employees Salaries,,SAL-4-2025,2025-04-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
501,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-4-2025,2025-04-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
502,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-4-2025,2025-04-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
503,Printech Solutions,,EXP-503,2025-04-01T17:34:30.171307,Printing & Stationery,219.92,0.0,0.0,0.0,0.0,0.0,False
504,Local Handyman Services,,EXP-504,2025-04-02T11:52:30.171307,Repairs & Maintenance,324.91,0.0,0.0,0.0,0.0,0.0,False
505,Google Ads India,,EXP-505,2025-04-03T14:14:30.171307,Marketing,3176.18,0.0,0.0,0.0,0.0,0.0,False
506,Google Ads India,,EXP-506,2025-04-05T17:43:30.171307,Marketing,1808.45,0.0,0.0,0.0,0.0,0.0,False
507,Speedy Delivery Partners,,EXP-507,2025-04-07T10:21:30.171307,Delivery Charges,1139.82,0.0,0.0,0.0,0.0,0.0,False
508,Printech Solutions,,EXP-508,2025-04-09T18:52:30.171307,Printing & Stationery,503.57,0.0,0.0,0.0,0.0,0.0,False
509,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-4-2025,2025-04-10T14:00:00.171307,Electricity Bill,8669.1,18.0,1322.41,661.21,661.21,0.0,True
510,HDFC Bank Corp,,EXP-510,2025-04-10T13:13:30.171307,Banking Charges,333.36,0.0,0.0,0.0,0.0,0.0,False
511,City Logistics,,EXP-511,2025-04-12T13:59:30.171307,Transportation & Fuel,962.99,0.0,0.0,0.0,0.0,0.0,False
512,Google Ads India,,EXP-512,2025-04-16T18:18:30.171307,Marketing,2737.55,0.0,0.0,0.0,0.0,0.0,False
513,City Logistics,,EXP-513,2025-04-22T15:45:30.171307,Transportation & Fuel,1020.12,0.0,0.0,0.0,0.0,0.0,False
514,Google Ads India,,EXP-514,2025-04-24T14:04:30.171307,Marketing,2055.79,0.0,0.0,0.0,0.0,0.0,False
515,City Logistics,,EXP-515,2025-04-25T14:22:30.171307,Transportation & Fuel,1190.47,0.0,0.0,0.0,0.0,0.0,False
516,Prime Properties Ltd,,RENT-5-2025,2025-05-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
517,Store Employees Salaries,,SAL-5-2025,2025-05-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
518,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-5-2025,2025-05-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
519,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-5-2025,2025-05-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
520,Speedy Delivery Partners,,EXP-520,2025-05-03T18:36:30.171307,Delivery Charges,793.95,0.0,0.0,0.0,0.0,0.0,False
521,Google Ads India,,EXP-521,2025-05-04T15:11:30.171307,Marketing,3258.41,0.0,0.0,0.0,0.0,0.0,False
522,Google Ads India,,EXP-522,2025-05-05T12:12:30.171307,Marketing,3428.32,0.0,0.0,0.0,0.0,0.0,False
523,Google Ads India,,EXP-523,2025-05-09T17:14:30.171307,Marketing,1748.08,0.0,0.0,0.0,0.0,0.0,False
524,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-5-2025,2025-05-10T14:00:00.171307,Electricity Bill,7248.06,18.0,1105.64,552.82,552.82,0.0,True
525,Google Ads India,,EXP-525,2025-05-14T14:55:30.171307,Marketing,3311.53,0.0,0.0,0.0,0.0,0.0,False
526,Speedy Delivery Partners,,EXP-526,2025-05-16T17:55:30.171307,Delivery Charges,445.75,0.0,0.0,0.0,0.0,0.0,False
527,Local Handyman Services,,EXP-527,2025-05-26T15:53:30.171307,Repairs & Maintenance,1115.35,0.0,0.0,0.0,0.0,0.0,False
528,Speedy Delivery Partners,,EXP-528,2025-05-28T15:39:30.171307,Delivery Charges,410.58,0.0,0.0,0.0,0.0,0.0,False
529,HDFC Bank Corp,,EXP-529,2025-05-29T09:03:30.171307,Banking Charges,396.21,0.0,0.0,0.0,0.0,0.0,False
530,Google Ads India,,EXP-530,2025-05-31T09:29:30.171307,Marketing,2565.95,0.0,0.0,0.0,0.0,0.0,False
531,Prime Properties Ltd,,RENT-6-2025,2025-06-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
532,Store Employees Salaries,,SAL-6-2025,2025-06-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
533,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-6-2025,2025-06-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
534,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-6-2025,2025-06-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
535,City Logistics,,EXP-535,2025-06-03T15:45:30.171307,Transportation & Fuel,1146.36,0.0,0.0,0.0,0.0,0.0,False
536,Speedy Delivery Partners,,EXP-536,2025-06-04T16:40:30.171307,Delivery Charges,888.37,0.0,0.0,0.0,0.0,0.0,False
537,Local Carton Wholesalers,,EXP-537,2025-06-06T10:04:30.171307,Packaging Material,628.59,0.0,0.0,0.0,0.0,0.0,False
538,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-6-2025,2025-06-10T14:00:00.171307,Electricity Bill,8809.77,18.0,1343.86,671.93,671.93,0.0,True
539,City Logistics,,EXP-539,2025-06-10T12:45:30.171307,Transportation & Fuel,1079.37,0.0,0.0,0.0,0.0,0.0,False
540,HDFC Bank Corp,,EXP-540,2025-06-13T16:01:30.171307,Banking Charges,149.04,0.0,0.0,0.0,0.0,0.0,False
541,Local Handyman Services,,EXP-541,2025-06-17T10:09:30.171307,Repairs & Maintenance,1433.99,0.0,0.0,0.0,0.0,0.0,False
542,Speedy Delivery Partners,,EXP-542,2025-06-21T15:37:30.171307,Delivery Charges,878.82,0.0,0.0,0.0,0.0,0.0,False
543,Speedy Delivery Partners,,EXP-543,2025-06-25T10:08:30.171307,Delivery Charges,575.13,0.0,0.0,0.0,0.0,0.0,False
544,City Logistics,,EXP-544,2025-06-26T10:10:30.171307,Transportation & Fuel,1616.13,0.0,0.0,0.0,0.0,0.0,False
545,Prime Properties Ltd,,RENT-7-2025,2025-07-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
546,Store Employees Salaries,,SAL-7-2025,2025-07-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
547,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-7-2025,2025-07-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
548,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-7-2025,2025-07-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
549,Printech Solutions,,EXP-549,2025-07-02T10:04:30.171307,Printing & Stationery,239.61,0.0,0.0,0.0,0.0,0.0,False
550,Local Handyman Services,,EXP-550,2025-07-03T12:46:30.171307,Repairs & Maintenance,1237.4,0.0,0.0,0.0,0.0,0.0,False
551,City Logistics,,EXP-551,2025-07-09T15:09:30.171307,Transportation & Fuel,1187.15,0.0,0.0,0.0,0.0,0.0,False
552,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-7-2025,2025-07-10T14:00:00.171307,Electricity Bill,7631.06,18.0,1164.06,582.03,582.03,0.0,True
553,City Logistics,,EXP-553,2025-07-10T16:46:30.171307,Transportation & Fuel,525.85,0.0,0.0,0.0,0.0,0.0,False
554,Printech Solutions,,EXP-554,2025-07-13T10:12:30.171307,Printing & Stationery,239.04,0.0,0.0,0.0,0.0,0.0,False
555,HDFC Bank Corp,,EXP-555,2025-07-17T10:55:30.171307,Banking Charges,462.03,0.0,0.0,0.0,0.0,0.0,False
556,Local Handyman Services,,EXP-556,2025-07-19T09:09:30.171307,Repairs & Maintenance,637.74,0.0,0.0,0.0,0.0,0.0,False
557,Speedy Delivery Partners,,EXP-557,2025-07-24T16:40:30.171307,Delivery Charges,852.76,0.0,0.0,0.0,0.0,0.0,False
558,Local Carton Wholesalers,,EXP-558,2025-07-26T09:29:30.171307,Packaging Material,1277.14,0.0,0.0,0.0,0.0,0.0,False
559,Local Handyman Services,,EXP-559,2025-07-28T09:14:30.171307,Repairs & Maintenance,594.9,0.0,0.0,0.0,0.0,0.0,False
560,Local Carton Wholesalers,,EXP-560,2025-07-29T16:54:30.171307,Packaging Material,726.52,0.0,0.0,0.0,0.0,0.0,False
561,Printech Solutions,,EXP-561,2025-07-30T12:19:30.171307,Printing & Stationery,611.19,0.0,0.0,0.0,0.0,0.0,False
562,Prime Properties Ltd,,RENT-8-2025,2025-08-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
563,Store Employees Salaries,,SAL-8-2025,2025-08-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
564,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-8-2025,2025-08-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
565,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-8-2025,2025-08-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
566,City Logistics,,EXP-566,2025-08-05T13:51:30.171307,Transportation & Fuel,1647.49,0.0,0.0,0.0,0.0,0.0,False
567,Local Carton Wholesalers,,EXP-567,2025-08-06T18:34:30.171307,Packaging Material,1259.92,0.0,0.0,0.0,0.0,0.0,False
568,Google Ads India,,EXP-568,2025-08-07T14:15:30.171307,Marketing,2589.74,0.0,0.0,0.0,0.0,0.0,False
569,City Logistics,,EXP-569,2025-08-09T15:32:30.171307,Transportation & Fuel,1167.68,0.0,0.0,0.0,0.0,0.0,False
570,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-8-2025,2025-08-10T14:00:00.171307,Electricity Bill,8970.32,18.0,1368.35,684.17,684.17,0.0,True
571,Speedy Delivery Partners,,EXP-571,2025-08-12T14:28:30.171307,Delivery Charges,461.33,0.0,0.0,0.0,0.0,0.0,False
572,Local Handyman Services,,EXP-572,2025-08-14T14:59:30.171307,Repairs & Maintenance,2469.53,0.0,0.0,0.0,0.0,0.0,False
573,Printech Solutions,,EXP-573,2025-08-16T14:03:30.171307,Printing & Stationery,322.58,0.0,0.0,0.0,0.0,0.0,False
